D21B,Baumgartner Nadia,33C8550,,266.07
D21B,Puternicka Joanna,22P8700,,284.45
D21B,Šebková Jana,SCP9250,C,295.13
D21E,Duchová Iveta,LPU8654,E,149.30
D21E,Gomzyk Omová Michaela,TUR8153,E,150.49
D21E,Rufferová Iva,TUR8354,E,166.06
D21E,Viberg Tuulia,37F1011,,170.48
D21E,Knapová Jana,LPU9053,E,174.10
D21E,Esther Doetsch,25D8801,,186.47
D21E,Anne Kunzendorf,25D9001,,196.15
D21E,Čermáková Kristýna,PGP9154,C,205.36
D21E,Jacob Florence,39D8950,,228.55
D21E,Sisa Dorottya,16H8950,,248.04
D35A,Malá Věra,JIL7752,C,132.46
D35A,Horst Brit,15D7600,,133.40
D35A,Knaupová Ivana,SMB7852,C,133.59
D35A,Škorpilová Jana,SJC7451,C,144.09
D35A,Podrábská Marie,VLI7451,C,144.13
D35A,Mulíčková Eva,ABM7469,C,145.18
D35A,Pokorná Magdaléna,PGP7562,C,148.55
D35A,Saranen Anastasia,23F0000,,149.24
D35A,Janovská Petra,PGP7355,C,160.08
D35B,Martanová Daniela,VLI7452,C,125.28
D35B,Šimková Markéta,LME7755,C,126.05
D35B,Zemková Helena,SLA7450,C,149.41
D35B,Flodström Helena,13S7500,,158.26
D35B,Dastychová Alexandra,PEN7450,C,242.23
D40A,Eckardt Cornelia,33D1009,,113.32
D40A,Holfeld Christina,33D1013,,119.59
D40A,Kubald Katrin,13D6900,,120.02
D40A,Zschäckel Daniela,21D7200,,120.04
D40A,Paroulková Iva,LLI7151,C,124.24
D40A,Hiršová Marcela,VBM7079,C,125.17
D40A,Klapalová Jana,VAM6451,C,129.15
D40A,Saras Ulrika,13S7100,,134.50
D40A,Zelenin Ekaterina,29D7000,,135.48
D40A,Räsänen Marja,26F0000,,136.00
D40A,Procházková Alexandra,LPU7051,C,138.31
D40A,Myslivcová Lenka,SHK7051,C,138.45
D40A,Németh Ágnes,12H1016,,149.20
D40A,Smolková Alena,PGP6450,C,156.37
D40A,Calvet Christine,12A,,168.02
D40A,Fürstová Katka,LLI6950,C,171.17
D40A,Lenka Westin,14N1019,,180.53
D40A,Kempe Bettina,19D6450,,189.33
D40B,Benešová Iva,SJH7051,C,105.36
D40B,Forstová Lenka,MFP6850,C,106.23
D40B,Benešová Jaroslava,DKL7050,C,110.39
D40B,Odehnalová Kamila,ABM7052,C,115.40
D40B,Mokrá Regina,ABM6854,C,122.03
D40B,Reisingerová Martina,DLT7251,C,122.10
D40B,Otrusinová Helena,ABM7054,C,123.10
D40B,Hrdličková Ludmila,SLA6950,C,130.42
D40B,Kašparová Marie,ZAK7250,C,131.44
D40B,Obrátilová Naďa,ABM6654,C,142.45
D40B,Fläck Mari,13S6900,,144.02
D40B,Čtrnáctová Magdalena,PGP7151,C,146.21
D40B,Napp Silke,41D7150,,146.54
D40B,Kyselová Jana,ROU7050,C,148.23
D40B,Pelikánová Lucie,MFP6950,C,160.56
D45A,Conti Michela,34C6850,,097.29
D45A,Grob Brigitte,19C1007,,106.01
D45A,Njastein Marianne,12N6500,,107.00
D45A,Kraemer Karin,18D6300,,113.23
D45A,Richter Sabine,33D1037,,115.44
D45A,Roßberg Cornelia,29D6400,,126.45
D45A,Leonhardt Annette,17D0003,,127.14
D45A,Dersch-Kollenbach Brigitt,36D6750,,129.07
D45A,Bergmann Charlotte,14D6400,,129.18
D45A,Müllerová Zorka,VAM6767,C,129.57
D45A,Drechsel Ines,33D1007,,132.32
D45A,Kettnerová Lenka,HCE6450,C,136.30
D45A,Spangenberg Birgit,34D6550,,136.33
D45A,Mrázová Pavla,DCE5550,C,143.56
D45A,Ansorge Silke,24D,,149.13
D45A,Koch Eva,13D,,185.25
D45A,Boeck Ute,13D,,212.12
D45B,Pávková Jana,BOR6550,C,114.12
D45B,Kašparová Irena,SLA6852,C,136.59
D45B,Svobodová Lenka,ROU6650,C,142.02
D45B,Kohler Marianne,19C1003,,232.44
D50,Gjermo Christine,11N6100,,091.27
D50,Běhounová Jiřina,PHK5651,C,110.21
D50,Kymäläinen Maritta,38F6350,,110.29
D50,Šípová Soňa,BOR6150,C,111.38
D50,Eronen Jaana,43F6350,,112.07
D50,Juckelandt Sabine,33D1016,,113.05
D50,Graumann Heidi,23D6300,,128.26
D50,Buhler Birgit,33D1002,,128.40
D50,Leideck Heike,33D1022,,136.53
D50,Procházková Miluše,DCE5450,C,138.11
D50,Brettschneider Gudrun,13D,,139.14
D50,Jedličková Zdena,BOR6250,C,142.26
D50,Rajamäki Terhi,25F0000,,143.35
D50,Sell-Petersen Maria,14D6200,,147.04
D50,Berström Gunilla,13S6100,,151.24
D50,Košková Vlasta,LLI6351,C,159.15
D50,Gabrielová Šárka,ONO5950,C,170.19
D50,Wiedenfeld Ute,19D6200,,174.29
D50,Schmutterer Birgit,33D1043,,184.40
D50,Göhlman Anna,12N6300,,204.31
D55,Kottonen Annariitta,17F0001,,089.30
D55,Zelená Markéta,PGP5850,C,102.06
D55,Tonn Gisela,19D5400,,108.30
D55,Luovula Pia,11F5851,,108.51
D55,Nováková Svatava,SKV5351,C,113.27
D55,Ryman Stina,13S5700,,114.16
D55,Doležalová Vlasta,PGP5550,C,117.27
D55,Humalamäki Mirja,35F0000,,117.59
D55,Ahlqvist Kristiina,33F0001,,123.52
D55,Vapalahti Inkeri,28F5450,,126.30
D55,Taimisto Sinikka,36F0001,,129.22
D55,Kynčlová Miroslava,JIL5851,C,133.13
D55,Braatz Monika,32D5750,,135.25
D55,Humalamäki Marja,34F0000,,135.50
D55,Štrossová Jiřina,DCE5650,C,137.47
D55,Puhakka Raija,22F0001,,139.41
D55,Nilsson Gunnel,14A1003,,158.46
D55,Kallio Hanna,14F0002,,161.18
D55,Klímová Jitka,KAS5451,C,182.14
D60,Tiltnes Inger A,12N5200,,105.06
D60,Omová Jana,TUR5150,C,120.37
D60,Horáčková Stanislava,VLI4950,C,125.36
D60,Šumberová Zuzana,VLI5351,C,130.31
D60,Karmazínová Ivana,VLI5150,C,135.44
D60,Honkavaara Paula,28F4950,,135.47
D60,Kaski Pirjo,16F0000,,147.35
D60,Voráčková Eliška,14C5151,,156.28
D60,Bartoňová Marie,BOR5351,C,165.19
D60,Tvrdková Eva,LBE5150,C,176.16
D65,Salmela Juulia,27F0001,,121.37
D65,Lemnitzer Erika,13D4200,,126.15
D65,Kubátová Milada,PGP4750,C,141.20
D65,Lohrová Jarmila,SCP4650,C,148.31
D65,Dvořáková Ladislava,PGP4451,C,159.48
D65,Thiel  Susi,21D4700,,164.54
D65,Křtěnská Leontina,BOR4650,C,184.30
D65,Nejezchlebová Věra,KAS4551,C,206.29
D65,Jansone Maija,13L4400,,248.10
D70,Štrojsová Jaroslava,KAS4350,C,139.29
H10,Kožina Štěpán,PGP0300,C,063.02
H10,Dejnožka Vojtěch,TJN0300,C,077.34
H10,Kolář Matyáš,SLA0300,,080.22
H10,Fläck Eskil,13S0300,,147.54
H10,Lindborg Flodström Samue,13S0500,,164.44
H10L,Jirkovský Jan,SLA0500,C,058.38
H10L,Malý Evžen ml.,JIL0301,C,062.05
H10L,Malý Antonín,JIL0501,C,062.06
H10L,Dejnožka Martin,TJN0600,C,104.30
H12,Janovský Tomáš,PGP0101,B,059.09
H12,Švadlena Michal,CHC0101,B,062.39
H12,Malačka Milan,DKP0210,C,073.10
H12,Víteček Jáchym,DKP0204,B,076.34
H12,Paroulek Lukáš,LLI0201,C,076.38
H12,Bílý Jakub,LTP0104,B,076.55
H12,Hořák Jaroslav,LLI0102,B,078.24
H12,Šubrt Matěj,DKP0205,C,079.51
H12,Braatz Niklas,32D0200,,081.52
H12,Munktved Theis,14D0203,,089.56
H12,Holfeld Anton,33D1012,,103.13
H12,Forst Antonín,MFP0101,C,105.10
H12,Rudert Hendrik,21D0200,,107.27
H12,Winning Pepe,17D0004,,115.57
H12,Pobuda Vojtěch,SJH0302,C,123.05
H12,Lustig Adam,DKP0202,C,150.33
H12,Hrdlička Jan,SLA0200,C,203.55
H14,Křivda Tomáš,CHC9901,A,092.32
H14,Šebek Petr,DKP9903,B,112.03
H14,Melichar Petr,LLI0001,B,112.17
H14,Fundal Eskil,14D9901,,118.44
H14,Dekrét Jakub,17S9902,,137.50
H14,Petersen Mikkel Lau,14D0000,,140.38
H14,Synek Antonín,DOK0001,B,155.30
H14,Šnyrch Jakub,ABM9906,C,157.55
H14,Šnyrch Tomáš,ABM9919,C,158.39
H14,Bradáč Jakub,LLI0002,B,163.51
H14,Holfeld Wilhelm,33D1014,,165.40
H14,Michal Vojtěch,PGP0000,C,194.54
H14,Zemko Zdeněk,SLA9900,C,208.16
H14,Dudák Ladislav,SLA0002,C,247.01
H14,Kollenbach Valentin,36D0000,,252.48
H16,Navrátil Šimon,PGP9702,B,106.49
H16,Melichar Vojtěch,LLI9802,A,111.28
H16,Ole Hennseler,25D9802,,111.36
H16,Ježek Ondřej,SLA9701,A,112.33
H16,Otsamo Veeti,21F0001,,115.52
H16,Erik Döhler,25D9801,,118.16
H16,Ptáček Patrik,BBM9800,B,124.47
H16,Salzmann Heinrich,33D1041,,125.05
H16,Šimáček Martin,LPU9709,C,126.16
H16,Zschäckel Robin,21D9700,,138.06
H16,Kalista Michael,LBE9701,B,163.07
H16,Procházka Daniel,LLI9703,C,181.38
H16,Řeháček Michal,DKP9702,C,184.38
H16,Borovička Tomáš,FSP9801,B,185.20
H16,Polák Robert,18C9807,,186.17
H16,Novák Aleš,ODV9805,B,192.29
H16,Hasal Martin,PGP9804,C,197.04
H16,Jorgensen Andreas Duc,14D9700,,201.52
H16,Priessnitz Jan,18C9802,,205.08
H16,Beneš Jan,DKL9800,B,206.56
H16,Kašpar František,SLA9800,C,233.13
H16,Pelikán Lukáš,MFP9800,C,284.52
H18,Hakon Fruseth Christianse,14N1011,,142.57
H18,Grätsch Markus,TUR9603,C,145.14
H18,Veselý Jakub,PGP9503,A,151.35
H18,Tóth Adrián,12H1004,,154.33
H18,Ptáček Pavel,BBM9600,A,157.06
H18,Křivda Martin,CHC9501,A,158.31
H18,Mark Otto,25D9601,,159.52
H18,Landovský Jakub,PGP9601,B,172.39
H18,Aster Tomáš,SLA9602,B,178.29
H18,Daniel Janischowski,25D9501,,180.07
H18,Graumann Leo,23D9600,,183.18
H18,Janeba Vladimír,CHC9602,A,195.21
H18,Kollenbach Leon,36D9600,,201.52
H18,Buk Michal,ROU9601,C,233.26
H18,Mayer Andreas,14A1007,,271.37
H20,Borger Melsom,15N1000,,124.37
H20,Sindre Ronning,15N1001,,130.16
H20,Sigur Heggedal,15N1004,,134.21
H20,Simen Jevne Arnesen,15N1003,,134.23
H20,Sindre Ostgulen Deisz,15N1008,,136.07
H20,Bojan Blumenstein,25D93,,136.36
H20,Haga Havard,18N0000,,136.39
H20,Emil Ahlbeck,15N1007,,136.52
H20,Anders Vister,15N1005,,141.06
H20,Parkkinen Ville,37F1021,,142.05
H20,Dag Lofthus,15N1006,,143.06
H20,Saleva Eero,37F1030,,143.32
H20,Suominen Eemeli,37F1026,,151.34
H20,Zelenin Anatolij,33D1046,,151.36
H20,Ahola Joonas,37F1032,,156.38
H20,Mokrý Ondřej,ABM9410,A,157.00
H20,Huhtinen Olli,37F1020,,157.27
H20,Ahola Topias,37F1031,,160.25
H20,Friedrich Arnold,25D94,,161.55
H20,Ruohola Akseli,37F1028,,163.03
H20,Šimáček Ondřej,LPU9407,A,163.36
H20,Fiskum Gustav Henrik,12N9401,,164.15
H20,Mašata Matěj,PHK9601,A,169.03
H20,Ruohola Aaro,37F1027,,172.12
H20,Huhn Julius,33D1015,,184.00
H20,Uhlíř Marek,LBE9400,A,185.31
H20,Obrátil Štěpán,ABM9409,A,190.01
H20,Larsson Rasmus,21S9400,,191.39
H20,Buk Jindřich,ROU9303,B,199.21
H20,Erlend Gronvold,14N1016,,219.12
H20,Sommer Matěj,LPU9408,,245.59
H21A,Philipp Müller,25D88,,181.59
H21A,Luštický Martin,HOR8700,C,185.12
H21A,Tihon Michal,PHK7905,C,194.53
H21A,Pokorný Ondřej,PGP7506,C,195.12
H21A,Korppi Miika,32F0001,,196.13
H21A,Josef Neumann,25D8401,,197.40
H21A,Petersen Stefan,14D9400,,201.59
H21A,Fišer Jiří,SLP8503,C,204.13
H21A,Riebisch Martin,33D1040,,206.05
H21A,Fiskum Gunnar,12N9100,,207.26
H21A,Nehasil David,BOR7713,C,210.54
H21A,Přikryl Petr,ABM6708,C,213.14
H21A,Šafařík Ivo,CST7401,C,215.58
H21A,Stachoň Zdeněk,SKM8014,C,216.50
H21A,Rewig Thomas,33D1036,,217.10
H21A,Haertelt Daniel,26D1000,,218.53
H21A,Jörg Kilian,14A0007,,221.39
H21A,Suchý Petr,LPM7820,C,221.41
H21A,Hanák Jan,SLA8002,C,226.37
H21A,Janovský Tomáš,PGP6401,C,231.42
H21A,Kasal Vít,SBK7540,C,242.53
H21A,Pavlík Libor,LIT7605,C,244.22
H21A,Klapal Michal,VAM8802,C,247.11
H21A,Dragowski Piotr,23P8200,,248.49
H21A,Lamy Christoph,26D8500,,251.48
H21A,Šimon Václav,LBE9100,C,256.03
H21A,Olunczek Andrej,33D1034,,263.21
H21A,Graumann Bodo,23D8800,,280.17
H21A,Urban Jan,SBK7537,C,281.00
H21A,Pátek Richard,ZBM7609,,290.32
H21A,Buhler Stefan,33D1004,,302.19
H21A,Lenk Andreas,33D1024,,339.05
H21B,Huesler Stefan,33C7900,,155.22
H21B,Majláth Martin,17S8902,,170.36
H21B,Nurminen Ville-Veikko,11F8100,,171.32
H21B,Procházka Tomáš,SCP8200,C,171.34
H21B,Kovář Jindřich,MAS6800,C,173.01
H21B,Brettschneider Moritz,13D,,184.10
H21B,Sýkora Bohumil,CHC8601,C,191.13
H21B,Nemec Juraj,17S8901,,198.50
H21B,Pavelka Jan,MBM8500,C,200.49
H21B,Badura Václav,SKV8101,C,202.42
H21B,Vančura Martin,TJN8002,C,210.24
H21B,Brettschneider Max,13D,,212.48
H21B,Cupák Jiří,VRL7201,C,215.00
H21B,Žebrák Zbyněk,LOV7101,C,218.20
H21B,Schmotz Martin,33D1042,,230.18
H21B,Kubec Pavel,STB6601,C,232.32
H21B,Randík Jan,SOB8703,C,235.58
H21B,Knitsch Sebastian,29D9000,,242.21
H21B,Nemec Andrej,17S9201,,245.54
H21B,Reimann Alexander,33D1035,,247.03
H21B,Schramm Erwin,13D8510,,275.41
H21B,Sixta Martin,MOV7601,C,276.41
H21B,Šafek Jiří,ZBM7606,C,287.59
H21B,Kiss Dénes,16H7800,,297.30
H21B,Zeman Jaroslav,DOB8844,C,310.04
H21B,Přeček Zdeněk,SCP5200,C,334.44
H21E,Ekeberg Bjorn,12N8800,,195.15
H21E,Sören Lösch,25D87,,195.23
H21E,Christoph Brandt,25D89,,196.38
H21E,Bjarne Friedrichs,25D90,,203.43
H21E,Wolf Daniel,TUR9100,R,203.45
H21E,Fodor Petr,TUR8103,R,208.37
H21E,Kundisch Wieland,33D1021,,210.32
H21E,Horáček Michal,VLI7700,E,211.02
H21E,Simkovics Erik,14A1002,,213.53
H21E,Dragowski Kuba,23P9000,,214.43
H21E,Hamelius Johan,14S8800,,216.24
H21E,Procházka Jan,PGP8206,C,216.49
H21E,Sulz Henrik,14A1006,,217.31
H21E,Torben Wendler,15N1017,,217.48
H21E,Sverre Waaler Kaas,15N1018,,218.58
H21E,Florian Flechsig,25D9201,,221.52
H21E,Mokrý Stanislav,ABM9202,R,224.32
H21E,Kjäll Jonas,33D1019,,225.47
H21E,Roman Schulte-Zurhausen,25D8400,,225.50
H21E,Christoph Prunsche,25D92,,228.40
H21E,Henych Petr,VLI6001,C,231.27
H21E,Novák Daniel,DOK8700,C,233.25
H21E,Peterka Vojtěch,LLI7502,C,233.44
H21E,Leideck Karsten,33D1023,,234.47
H21E,Váňa Martin,TUR,C,244.37
H21E,Felix Späth,25D91,,244.53
H21E,Gomzyk Andriy,TUR8001,C,245.11
H21E,Kraemer Andrei,18D9100,,246.45
H21E,Hostaš Petr,TUR9001,C,248.27
H21E,Elo Markku,14F9200,,249.10
H21E,Müller Denis,17D0002,,249.35
H21E,Tiltnes Anders,12N8400,,251.12
H21E,Pilkowski Tadeusz,23P,,260.30
H21E,Žaloudík Jiří,LOV8601,C,260.32
H21E,Novotný Ondřej,ABM9211,C,263.00
H21E,Lněnička Jakub,LPU9207,,264.28
H21E,Hyka Jan,TUR9002,C,267.23
H21E,Mašata Roman,PHK7107,C,269.27
H21E,Poell Matthias,14A1004,,292.51
H35A,Horst Ingo,23S7700,,143.45
H35A,Steinenmann Denis,35C7700,,146.48
H35A,Schmiedeberg Nils,45D0000,,157.30
H35A,Švadlena Pavel,CHC7502,C,160.14
H35A,Zschäckel Raik,21D6700,,166.00
H35A,Brettschneider Uwe,13D6800,,183.50
H35A,Harston Simon,37D7500,,185.03
H35A,Všetečka Michal,SJC7503,C,194.17
H35A,Procházka Antonín,DCE5500,C,200.23
H35A,Myslivec Tomáš,SHK7002,C,207.05
H35A,Choutka Jaroslav,SOB6301,C,241.45
H35A,Žitný Tomáš,SMB6401,C,243.41
H35B,Vřešťál Jan,TUR7301,C,128.16
H35B,Kvapil Petr,TUV7402,C,143.24
H35B,Čermák Patrik,17S,,146.25
H35B,Mulíček Ondřej,ABM7405,C,182.42
H35B,Dankó István,12H1014,,200.58
H35B,Spejchal Petr,BOR7512,C,303.24
H40A,Salmi Janne,37F1036,,130.56
H40A,Ahola Mika,37F1037,,144.57
H40A,Hajdu Martin,12H1007,,149.56
H40A,Skinnari Juha,43F7100,,156.56
H40A,Bleidorn Stefan,17D0001,,160.32
H40A,Podrábský Ctibor,VLI7001,C,161.35
