H20A,Henrik Rindom,3951027,,067.35
H20A,Ondřej Mokrý,ABM9410,,072.56
H20A,Tobias Karlsmose Svarer,3941026,,082.08
H20A,Antoine Stéphany,3380919,,082.53
H20A,Štěpán Obrátil,ABM9409,,091.22
H20A,Tomasz Jurczyk,2080557,,092.19
H20A,Ondřej Pova,KRL9304,,096.47
H20A,Jan Valášek,KAM9400,,108.11
H20A,Tomáš Rusý,KAM9301,,108.13
H20A,Pavel Klaška,DKP9301,,119.25
H20A,William Miller,1230669,,123.03
H20A,Maxime Rauturier,3380916,,135.19
H20A,Michał Kordala,1440764,,142.00
H20A,Daniel Šlajs,KRL9403,,152.17
H20A,Lukas Teller,2530713,,152.18
H20A,Marek Uhlíř,LBE9400,,172.45
H21E,Bartosz Pawlak,2911092,,068.21
H21E,Martin Janata,DKP8306,,068.25
H21E,Pavel Hradec,TUR8801,,074.02
H21E,Alexander Minakov,3650963,,078.53
H21E,Jakub Škoda,VLI8800,,081.55
H21E,Jesper Lysell,3130860,,086.30
H21E,Yury Masnyy,OMC,,086.33
H21E,Rafał Podziński,1440367,,086.35
H21E,Palo Bukovac,ZBM8101,,086.37
H21E,Jan Grundmann,LPU9410,,089.50
H21E,Jan Klapal,LPU9006,,091.00
H21E,Damian Konotopetz,4241068,,095.16
H21E,Joly François,3991032,,095.21
H21E,Stanislav Mokrý,ABM9202,,098.10
H21E,Vít Bravený,ZBM9102,,108.24
H21E,Łukasz Charuba,1440366,,109.50
H21E,Oleksii Asmolov,2800780,,109.52
H21E,Dominik Chudzik,1440368,,117.04
H21E,Martin Luštický,HOR8700,,118.12
H21E,Aleš Drahokoupil,CHT8501,,118.37
H21E,Jan Kolín,DKP7701,,124.10
H21E,Jiří Zelinka,MBM8740,,128.34
H21E,Martin Vlček,TUR8702,,130.22
H21E,Martin Váňa,TUR8401,,136.05
H21E,Jan Zháňal,ZBM8721,,141.09
H21E,Ondřej Novotný,ABM9211,,150.37
H21E,Benoit Rauturier,3380917,,159.48
H21E,Tadeusz Piłkowski,2250619,,171.34
H21E,Petr Fiala,LPU8701,,184.48
H21E,Petr Hostaš,TUR9001,,188.21
H21A,Tomáš Zakouřil,TUV7500,,061.54
H21A,Jiří Novák,NPA7502,,062.07
H21A,Tomáš Janovský,PGP6401,,072.55
H21A,Martin Janda,DOB8002,,075.16
H21A,Jiří Otrusina,JPV8201,,076.56
H21A,Petr Kadavý,CHA7800,,083.09
H21A,Radim Hošek,DOB8737,,083.35
H21A,Martin Kočí,VBM8702,,093.20
H21A,Jan Fátor,DOB7907,,093.26
H21A,Mazal Zdeněk,VBM8103,,100.43
H21A,Franciszek Galla,STB9100,,103.33
H21A,Tomáš Leštínský,DOB7801,,104.02
H21A,Jiří Doucha,SNA7105,,105.30
H21A,Jan Picek,TJN9101,,105.56
H21A,Petr Přikryl,ABM6708,,106.33
H21A,Zdeněk Novák,NPA7701,,115.36
H21A,Stefan Schwarzenberger,3070850,,122.28
H21A,Jaroslav Tomeš,DKP8109,,130.47
H21A,Andreas Grote,2790779,,132.23
H21A,Michal Klapal,VAM8802,,153.53
H21A,Marek Záveský,CET9001,,165.24
H21A,Piotr Dragowski,2250838,,167.29
H21A,Dieter Coen,4021037,,174.28
H21A,Konrad Bartnik,PLF,,195.12
H21B,Oleg Kolosov,,,063.34
H21B,Jan Fukátko,LPU8105,,066.41
H21B,Slávek Albl,LME7600,,072.35
H21B,Bohumil Sýkora,CHC8601,,073.17
H21B,Martin Hrouda,FSP7612,,097.29
H21B,Jan Pavelka,MBM8500,,097.35
H21B,Michal Šrubař,MBM8606,,097.37
H21B,Tomáš Chrást,STH7401,,103.06
H21B,Václav Klomínský,KPY8700,,105.29
H21B,Josef Petr,VLI6300,,105.31
H21B,Róbert Kopasz,2770770,,112.21
H21B,Arnošt Komárek,TJH7701,,127.50
H21B,Vít Suchomel,MBM8448,,129.33
H21B,Pavel Kořan,VBM7401,,129.55
H21B,Jiří Cupák,VRL7201,,132.24
H21B,Peter Gyurcsik,2810796,,154.11
H21C,Filip Ostřanský,ASU9243,,057.05
H21C,Jakub Svoboda,ROU9301,,091.45
H21C,Jan Ryjáček,LPM8004,,120.25
H21C,Matěj Horáček,TUV8501,,147.11
H21C,Ben Parson,,,164.25
H35A,Edi Ocvirk,450095,,064.22
H35A,Pavel Bolehovský,EKP7103,,089.34
H35A,Marián Mikluš,1240283,,097.23
H35A,Robert Binar,UOL7500,,110.03
H35A,Gabriel Sabou,990249,,114.12
H35A,Petr Horčička,UOL7007,,144.49
H35A,Plamen Jordanov,981063,,166.24
H35A,František Peterka,TJP4900,,169.24
H35A,Marek Kůstka,VIC6403,,171.45
H35A,Jaroslav Choutka,SOB6301,,179.19
H35A,Daniel Chmelař,VIC7212,,182.20
H35B,Jan Šklíba,SRK7501,,053.02
H35B,Martin Locker,SRK7001,,056.45
H35B,Arvydas Rutkauskas,1550392,,065.00
H35B,Luděk Odehnal,ADA7401,,066.39
H35B,Pavel Volák,BRU7001,,069.01
H35B,Tomáš Žitný,SMB6401,,103.13
H35B,Jan Václavek,LPU7816,,131.12
H40A,Nándor Borbás,2770776,,046.48
H40A,Libor Filip,SRK7101,,047.09
H40A,Kamil Arnošt,VSP7301,,051.43
H40A,Justas Budriunas,1550394,,065.40
H40A,Július Porubský,540116,,090.29
H40A,Dariusz Pachnik,STB6901,,109.23
H40A,Jaroslav Kašpar,SSU7004,,123.10
H40A,Krasimir Kolev,980239,,158.26
H40A,Artur Staszak,850987,,180.37
H40B,Jan Fiala,BBM7205,,042.32
H40B,Jan Beneš,SJH7001,,077.50
H40B,Martin Šritr,TUV6802,,087.01
H40B,Jiří Funda,API6401,,087.22
H40B,Martin Kubec,DOB7002,,094.54
H40B,Stanislav Bradáč,LLI7201,,095.52
H40B,Pavel Kubičko,SJH7201,,099.10
H40B,Petr Kubičko,SJH6901,,120.09
H40B,Viktor Kolář,HOR7300,,123.48
H40B,Medard Féder,1630428,,137.40
H45A,Severi Eerola,3200880,,047.36
H45A,Martin Škvor,KAM6700,,048.17
H45A,Tim Falck Weber,3851007,,048.31
H45A,Pavel Ptáček,BBM6508,,073.33
H45A,Juraj Šmelík,1240288,,077.01
H45A,Jan Kaplan,LPU6401,,088.20
H45A,Marek Killar,LTU6801,,090.01
H45A,Per Sandberg,2920825,,091.33
H45A,Peter Heim,2720753,,095.51
H45A,Steve Doyle,2580720,,118.47
H45A,Aleš Fürst,LLI6801,,119.22
H45A,Roman Šimek,UOL6503,,125.29
H45A,Jose Bernardo,2820797,,126.41
H45A,Petr Višňa,DKP6602,,128.21
H45A,Petr Valach,LPU6505,,131.33
H45A,Terje Melsom,2890816,,140.12
H45A,Mladen Dzhuliev,980246,,142.16
H45A,Anders Edsen,2870808,,174.09
H45B,Arduini Corrado,3290892,,061.12
H45B,Jouko Skog,2150588,,077.26
H45B,Miroslav Hlava,KON6515,,082.22
H50A,Quentin Harding,3010835,,044.01
H50A,Martin Vávra,HOR6302,,070.06
H50A,Ladislav Grepl,KON6111,,072.06
H50A,Hannes Pacher,2270621,,077.48
H50A,Kjell Westin,2050548,,078.30
H50A,Per Einar Pedersli,NOR,,086.18
H50A,Jorgen Hector,3330905,,086.21
H50A,Petr Kožina,PGP6000,,087.23
H50A,Libor Hirš,VBM6000,,101.36
H50A,Pavel Veljačik,SCP6200,,101.48
H50A,Lubomír Hošek,VCB6101,,107.44
H50A,Václav Roudný,LPU6102,,107.52
H50A,Gerhard Kellner,2270625,,107.57
H50A,Pavel Kettner,HCE5900,,118.01
H50A,Alister Metherell,3520941,,138.03
H50A,Aleš Petráček,SJI6301,,139.46
H50A,Graham Watson,3010837,,155.44
H50B,Huber Andreas,3810988,,039.53
H50B,Jaroslav Korpas,LBM6113,,064.24
H50B,Milan Mazúr,1240293,,094.05
H50B,Pavel Vydra,PEN6200,,114.03
H50B,Dušan Formanko,1240301,,144.41
H55A,Geoff Lawford,820189,,039.00
H55A,Martin Škorpil,HOR5700,,040.46
H55A,Joachim Friessnig,2270640,,052.41
H55A,Zbigniew Hornik,4191060,,075.45
H55A,Dimitar Dimitrov,980248,,083.43
H55A,Stoyan Dachev,980247,,083.44
H55A,Tim Parson,1230754,,085.38
H55A,Josef Juřeník,MOV5201,,087.46
H55A,Jiří Gurka,TUV4601,,088.59
H55A,Boris Tichý,DOB5500,,093.50
H55A,Vladimír Jaroš,DCE5400,,095.49
H55A,Jan Knap,LPU5101,,097.46
H55A,Jiří Konopáč,TUR5803,,099.35
H55B,Vladimír Vícha,LPU5801,,054.23
H55B,Petr Klimpl,LPU5401,,080.23
H55B,Josef Vlček,TYN5602,,137.07
H60A,Oldřich Přinda,VLI5101,,044.19
H60A,Václav Farář,LPU5201,,053.41
H60A,Přemek Škoda,VLI5301,,053.52
H60A,Petr Jelínek,TZL4902,,062.49
H60A,Jiří Čípa,CET5002,,073.07
H60A,Josef Erlebach,JIL5201,,083.00
H60A,Martyn Roome,3010901,,085.35
H60A,Vít Jelínek,TZL5102,,093.00
H60A,Milan Rejmont,LTU4801,,093.17
H60A,Gabriel Maiorescu,2460689,,095.28
H60A,Ted Finch,2710751,,097.18
H60A,Miroslav Horáček,VLI5000,,105.59
H60A,Tomáš Štregl,VRL5001,,108.23
H60A,Jaroslav Farář,VRL5002,,114.45
H60A,Karel Novák,NPA5001,,116.50
H60B,Hubert Lukaseder,2270700,,044.00
H60B,Ladislav Blecha,FJI5106,,087.53
H60B,Oldřich Denemarek,BBM5100,,099.59
H60B,Medard Féder,1630431,,178.56
H65A,Jaromír Pospíšil,PZR4417,,036.55
H65A,Jiří Švadlena,CHC4601,,056.21
